image_id,filepath,lat,lon,country,region,city,source,capture_date,quality_score
1000148394233310,images/PL/1000148394233310.jpg,49.4401674776738,20.33678180104345,PL,PL,PL,osv5m,,1.0
100164355921981,images/PL/100164355921981.jpg,51.39787068525026,18.03023115247149,PL,PL,PL,osv5m,,1.0
1003149617149907,images/PL/1003149617149907.jpg,50.48593655433008,16.572622652003247,PL,PL,PL,osv5m,,1.0
1003616316838927,images/PL/1003616316838927.jpg,54.121592939047,19.467346104557,PL,PL,PL,osv5m,,1.0
1007123333152707,images/PL/1007123333152707.jpg,50.886386736214,15.706999148916,PL,PL,PL,osv5m,,1.0
1007412636740379,images/PL/1007412636740379.jpg,50.29157278037205,16.4676909470244,PL,PL,PL,osv5m,,1.0
1007748806428494,images/PL/1007748806428494.jpg,49.545307822637,20.627035803764,PL,PL,PL,osv5m,,1.0
1008054293233767,images/PL/1008054293233767.jpg,49.49122209146817,21.80803095381521,PL,PL,PL,osv5m,,1.0
1013249759385488,images/PL/1013249759385488.jpg,52.49191926551466,16.977544822360546,PL,PL,PL,osv5m,,1.0
1013913859187623,images/PL/1013913859187623.jpg,51.29827015,17.75139413,PL,PL,PL,osv5m,,1.0
1014883672672132,images/PL/1014883672672132.jpg,50.334849574415,18.545081506851,PL,PL,PL,osv5m,,1.0
1019730525468534,images/PL/1019730525468534.jpg,50.84362448970133,15.786731811350869,PL,PL,PL,osv5m,,1.0
1020275235396804,images/PL/1020275235396804.jpg,50.443200393229546,16.343289737528693,PL,PL,PL,osv5m,,1.0
1020546042087943,images/PL/1020546042087943.jpg,50.690684271299,16.151464476916,PL,PL,PL,osv5m,,1.0
1022842268119654,images/PL/1022842268119654.jpg,53.992904003451,18.153980983082,PL,PL,PL,osv5m,,1.0
1023514348407874,images/PL/1023514348407874.jpg,50.44798178898415,17.89287585816164,PL,PL,PL,osv5m,,1.0
1024756451601260,images/PL/1024756451601260.jpg,50.048192137224,21.694869030746,PL,PL,PL,osv5m,,1.0
1026153991578190,images/PL/1026153991578190.jpg,51.407312755526256,18.07148908684523,PL,PL,PL,osv5m,,1.0
1029855114210626,images/PL/1029855114210626.jpg,50.702578020278,22.417866506517,PL,PL,PL,osv5m,,1.0
1030025800734673,images/PL/1030025800734673.jpg,50.045000165647,22.227147833932,PL,PL,PL,osv5m,,1.0
1030954290882320,images/PL/1030954290882320.jpg,51.12821826269538,17.05561664238608,PL,PL,PL,osv5m,,1.0
1032059357601833,images/PL/1032059357601833.jpg,51.52362327714577,18.843191706206163,PL,PL,PL,osv5m,,1.0
1032188830644777,images/PL/1032188830644777.jpg,50.070803877215,22.457590533512,PL,PL,PL,osv5m,,1.0
1032871574235097,images/PL/1032871574235097.jpg,53.694604364498,15.064063102767,PL,PL,PL,osv5m,,1.0
1034506754052732,images/PL/1034506754052732.jpg,50.03552858342993,18.76557657114249,PL,PL,PL,osv5m,,1.0
1038629150135924,images/PL/1038629150135924.jpg,50.0761,19.9054333333333,PL,PL,PL,osv5m,,1.0
1039339356648385,images/PL/1039339356648385.jpg,51.3846542572089,18.04693507797332,PL,PL,PL,osv5m,,1.0
104259665512344,images/PL/104259665512344.jpg,52.05862052841339,18.16358538596399,PL,PL,PL,osv5m,,1.0
1043260473252856,images/PL/1043260473252856.jpg,49.858232937022,18.97679418055,PL,PL,PL,osv5m,,1.0
1046952412508810,images/PL/1046952412508810.jpg,49.667698046354,20.687539924175,PL,PL,PL,osv5m,,1.0
1047932109139129,images/PL/1047932109139129.jpg,51.101185717582,17.119540208136,PL,PL,PL,osv5m,,1.0
1050580718807528,images/PL/1050580718807528.jpg,51.98741843198712,20.82617372294358,PL,PL,PL,osv5m,,1.0
1051505095377042,images/PL/1051505095377042.jpg,50.307428779316,16.627792268395,PL,PL,PL,osv5m,,1.0
1052148298706467,images/PL/1052148298706467.jpg,50.91138951706815,16.098195046773515,PL,PL,PL,osv5m,,1.0
1054219512049163,images/PL/1054219512049163.jpg,50.36665941055831,16.708960944491835,PL,PL,PL,osv5m,,1.0
1055583765382109,images/PL/1055583765382109.jpg,52.39327860742413,16.99127440105372,PL,PL,PL,osv5m,,1.0
1056701558467534,images/PL/1056701558467534.jpg,50.33362093795678,16.83398999073241,PL,PL,PL,osv5m,,1.0
1056956978164714,images/PL/1056956978164714.jpg,53.940933220885,16.830783278072,PL,PL,PL,osv5m,,1.0
1058934908067995,images/PL/1058934908067995.jpg,49.66045203641146,21.64881323555005,PL,PL,PL,osv5m,,1.0
1060454301393225,images/PL/1060454301393225.jpg,50.91133988524466,15.661135874043032,PL,PL,PL,osv5m,,1.0
1060544617908020,images/PL/1060544617908020.jpg,50.38048879325279,17.52862577774349,PL,PL,PL,osv5m,,1.0
106263671716766,images/PL/106263671716766.jpg,50.439616643688815,16.64957533052075,PL,PL,PL,osv5m,,1.0
1063364607589218,images/PL/1063364607589218.jpg,49.347528024737606,22.24619468602603,PL,PL,PL,osv5m,,1.0
1070899780100857,images/PL/1070899780100857.jpg,53.926433772548,16.24844844643,PL,PL,PL,osv5m,,1.0
1071081920491999,images/PL/1071081920491999.jpg,50.59999396443193,16.511787140534437,PL,PL,PL,osv5m,,1.0
1072770930075333,images/PL/1072770930075333.jpg,50.024172161062175,19.920621740679906,PL,PL,PL,osv5m,,1.0
1074172143267237,images/PL/1074172143267237.jpg,54.291927061285655,22.87889799419092,PL,PL,PL,osv5m,,1.0
1074276080137678,images/PL/1074276080137678.jpg,54.00841099727816,20.06966238543552,PL,PL,PL,osv5m,,1.0
1075462749645075,images/PL/1075462749645075.jpg,51.84749915802,19.65983911223,PL,PL,PL,osv5m,,1.0
