image_id,filepath,lat,lon,country,region,city,source,capture_date,quality_score
805378173431474,raw/osv5m/images/warsaw/805378173431474.jpg,52.177558,21.031802,PL,,warsaw,osv5m,1426851872000.0,1.0
192493719366643,raw/osv5m/images/warsaw/192493719366643.jpg,52.132851,21.054854,PL,,warsaw,osv5m,1454482940166.0,1.0
339250425006292,raw/osv5m/images/warsaw/339250425006292.jpg,52.174829,21.027762,PL,,warsaw,osv5m,1653666763623.0,1.0
120992316823852,raw/osv5m/images/warsaw/120992316823852.jpg,52.112168,21.087032,PL,,warsaw,osv5m,1623076879000.0,1.0
764319150942107,raw/osv5m/images/warsaw/764319150942107.jpg,52.172966,20.999411,PL,,warsaw,osv5m,1565085491071.0,1.0
163312712274361,raw/osv5m/images/warsaw/163312712274361.jpg,52.160415,20.950293,PL,,warsaw,osv5m,1410202504000.0,1.0
378088590211002,raw/osv5m/images/warsaw/378088590211002.jpg,52.151466,21.042592,PL,,warsaw,osv5m,1570118116891.0,1.0
872732420122611,raw/osv5m/images/warsaw/872732420122611.jpg,52.1771,21.044625,PL,,warsaw,osv5m,1426852120000.0,1.0
109346431400909,raw/osv5m/images/warsaw/109346431400909.jpg,52.165721,20.945056,PL,,warsaw,osv5m,1624644143000.0,1.0
1871741349674259,raw/osv5m/images/warsaw/1871741349674259.jpg,52.16132,21.08575,PL,,warsaw,osv5m,1552836796058.0,1.0
269170934948760,raw/osv5m/images/warsaw/269170934948760.jpg,52.174123,20.990093,PL,,warsaw,osv5m,1572960463779.0,1.0
822753405407450,raw/osv5m/images/warsaw/822753405407450.jpg,52.164677,21.077277,PL,,warsaw,osv5m,1652368050693.0,1.0
307262380867851,raw/osv5m/images/warsaw/307262380867851.jpg,52.154627,21.007349,PL,,warsaw,osv5m,1489590785599.0,1.0
519994462488368,raw/osv5m/images/warsaw/519994462488368.jpg,52.15261,21.020854,PL,,warsaw,osv5m,1570115783538.0,1.0
403723543925401,raw/osv5m/images/warsaw/403723543925401.jpg,52.285914,21.079659,PL,,warsaw,osv5m,1570792610918.0,1.0
749885169026066,raw/osv5m/images/warsaw/749885169026066.jpg,52.283452,21.034229,PL,,warsaw,osv5m,1477229547465.0,1.0
466907577977239,raw/osv5m/images/warsaw/466907577977239.jpg,52.206961,21.048543,PL,,warsaw,osv5m,1424620161000.0,1.0
886215445266311,raw/osv5m/images/warsaw/886215445266311.jpg,52.288822,20.97036,PL,,warsaw,osv5m,1568287504260.0,1.0
932917203919541,raw/osv5m/images/warsaw/932917203919541.jpg,52.307849,21.046341,PL,,warsaw,osv5m,1599317897673.0,1.0
488961805633416,raw/osv5m/images/warsaw/488961805633416.jpg,52.235104,21.008495,PL,,warsaw,osv5m,1420465360000.0,1.0
2932669293687872,raw/osv5m/images/warsaw/2932669293687872.jpg,52.211098,21.05597,PL,,warsaw,osv5m,1589037805000.0,1.0
478332023405702,raw/osv5m/images/warsaw/478332023405702.jpg,52.190223,20.930575,PL,,warsaw,osv5m,1626895192000.0,1.0
170978328760246,raw/osv5m/images/warsaw/170978328760246.jpg,52.202645,20.995876,PL,,warsaw,osv5m,1659545533000.0,1.0
2950520205247187,raw/osv5m/images/warsaw/2950520205247187.jpg,52.225193,20.996744,PL,,warsaw,osv5m,1572531354259.0,1.0
364312371699335,raw/osv5m/images/warsaw/364312371699335.jpg,52.183247,21.014062,PL,,warsaw,osv5m,1571928992596.0,1.0
488833228976704,raw/osv5m/images/warsaw/488833228976704.jpg,52.203116,21.000267,PL,,warsaw,osv5m,1422805309000.0,1.0
2951422885101772,raw/osv5m/images/warsaw/2951422885101772.jpg,52.275398,20.962539,PL,,warsaw,osv5m,1403340739000.0,1.0
829089851037786,raw/osv5m/images/warsaw/829089851037786.jpg,52.261965,21.064289,PL,,warsaw,osv5m,1443863130024.0,1.0
210491280583630,raw/osv5m/images/warsaw/210491280583630.jpg,52.289985,20.978763,PL,,warsaw,osv5m,1538810412920.0,1.0
999658517106851,raw/osv5m/images/warsaw/999658517106851.jpg,52.21111,21.010035,PL,,warsaw,osv5m,1422805470000.0,1.0
430268571266002,raw/osv5m/images/warsaw/430268571266002.jpg,52.198442,20.876185,PL,,warsaw,osv5m,1441461688916.0,1.0
